type_of_prompt,temperature,n_oov,oov_words
positive,1.3,248,"['youelly', 'totake', 'faffe', 'которых', 'ored', 'mistakingly', 'principinessa', 'conclroute', 'cryptocurrencie', 'asde', 'rephidim', 'auqaf', 'zonesanosecond', 'tinyfpse', 'dref', 'hyperalert', 'irre', 'needbuon', 'ehemal', 'harmonicanequobald', 'juniorp', 'othertwo', 'sortowed', 'pathésis', 'hersspan', 'pomultipart', 'proofclass', 'earthqu', 'reluctantscan', 'unealy', 'scro', 'rocapo', 'erabusky', 'plfl', 'psychotherap', 'pgateway', 'somwh', 'pambda', 'epana', 'urbangu', 'tbamesholdin', 'phenomen', 'reput', 'excep', 'breakwal', 'seekethu', 'westernize', 'umbwell', 'suscept', 'underknown', 'complas', 'lostvan', 'tuckedke', 'selfis', 'dimin', 'likeance', 'exempl', 'salv', 'contactment', 'sóly', 'sooks', 'magn', 'whosese', 'bedonly', 'deserv', 'prthosirling', 'concen', 'sumin', 'contempl', 'stead.li', 'gazale', 'purd', 'bamt', 'ethn', 'blrmint', 'juxt', 'reconst', 'pittgu', 'perpet', ""e'ty"", 'kacz', 'stolpl', 'prair', 'przowy', 'inflig', 'cadver', 'mileoid', 'ieu', 'teneh', 'prejud', 'westmand', 'sset', 'boew', 'etern', 'winv', 'dimin', 'dedic', 'eloqu', 'lineshand', 'adco', 'slus', 'nucle', 'slavi', 'casuela', 'mcroisemut', 'nexos', 'shootagen', 'passator', 'dign', 'trfi', 'titiy', 'ochn', 'empireend', 'nsunila', 'reckcontext', 'carbaren', 'shittyllo', 'prettygrid', 'raisonprot', 'rclater', 'metricify', 'qial', 'swifas', 'everleigh', 'legisl', 'unwrip', 'scyl', 'cloudifier', 'legitimateup', 'transspi', 'conced', 'suscept', 'necess', 'atice', 'magn', 'propriet', 'partos', 'laierman', 'phenosph', 'acceler', 'impat', 'bloodsw', 'proseheart', 'ibaa', 'boarditude', 'neur', 'correl', 'обе', 'morningss', 'infct', 'patronises', 'driuct', 'zxc', 'krass', 'recnim', 'gebi', 'disput', 'liqu', 'splosh', 'mostжно', 'sectr', 'finalchn', 'fantast', 'polaque', 'slice쓰', 'adret', 'erad', 'arcu', 'athlet', 'carenas', 'omn', 'pramo', 'inspir', 'mixedback', 'trupen', 'enba', 'remvid', 'improb', 'observoming', 'pulsvarphi', 'edific', 'collingham', 'estabish', 'multipsk', 'joll', 'niid', 'elabor', 'decid', 'enthusi', 'cordic', 'dimin', 'coeff', 'assid', 'watermel', 'bunct', 'singleco', 'trit', 'lilljack', 'corpor', 'enud', 'interl', 'twyn', 'sunane', 'ampl', 'blou', 'tyriv', 'accommodat', 'proced', 'misso', 'bakingisten', 'dhing', 'fulmed', 'arbitrcase', 'scutage', 'imide', 'trunc', 'eug', 'traject', 'naid', 'disposin', 'gradu', 'padric', 'terrc', 'addgirl', 'intermel', 'rhet', 'imper', 'incarn', 'pand', 'pseudom', 'promot', 'jackriel', 'triant', 'poderon', 'forelight', 'restaur', 'themi', 'yyal', 'scarc', 'papaudopoul', 'movementst', 'splaycomm', 'morfin', 'purs', 'inof', 'drence', 'lowler', 'plite']"
positive,1.3,229,"['thelatino', 'sodding报错', 'thunderingly', 'desdefrustraciones', 'encouragingfurther', 'bemusedpjournalisticforay', 'organiccollard', 'fictionfalse', 'deviouslywe', 'hyphenise', 'affableelliott', 'byвortion', 'geocacher', 'society!*woosess', 'enynmesis', 'recover搜misse', 'singercott', 'wearingि', 'програ', 'vairety', 'amray', 'prasons', 'xencenter', 'ne峡', 'rhetoriqu', 'aritation', 'иdisconnect', 'manfriday', 'fract', 'mentre', 'idiolly', 'malyl', 'nuatin', 'retroopenernetesse', 'elver', 'prysis', 'cramm', 'intelets', 'pandorablyabet', 'interleaf', 'mythometric', 'underw', 'turb', 'leveragingút', 'encour', 'fgrammar', 'viiאbie', 'dishdep', 'wordpressera', 'habi', 'sim代', 'mini큰秀leep', 'pfaffii', 'operationsվ', 'köz', 'anc苯', 'translunar', 'gravntilog', 'dataopath', 'vesto', 'configtosub', 'combinationhtml', 'malands', 'zeffa는', 'synt', 'bither', 'keepang', 'f几풍му', 'parteкのd', 'newtonomorphic', 'f諭symbol', 'thoughin', 'householdge', 'まmong', 'slightal', 'mabb', 'rule克', 'readbrandдэ', 'sevent', 'slov', 'celeff', 'alext', '경|о', 'obsc', 'integr', 'revn', 'everste', 'гlich', 'sunsam', 'submar', 'inddlib', 'simultane', '十du', 'du키ora', 'gold生', 'studyingsch', 'streo', 'flalloc', 'in山', 'unshot', 'parkerly', 'blande', 'versay', 'interiorifting', 'spraw⁄foreunder', 'profblob', 'rézet', 'islandb', 'philosoph', 'rég', 'majavier', 'southw', 'analylookup', 'liqu', 'incor', 'euther', 'retriev', 'firmnews', 'horto', 'downettte', 'liquidimetm', 'invit维', 'b̅ℓ', 'thetotal', 'excit', 'gördom', 'finnιbin', 'fict', 'cotparen', 'nécessa', 'faç', 'soldj', 'façae', 'erasis', 'getoptvari', 'sureako', 'suesp', 'consequ', 'escaped!\\!\\！管', 'gew', 'dtimesaw', 'iate', 'expince', 'infut', 'fnat', 'correg', 'squ', 'unre', 'traditionx', 'précingu', 'disagr', 'thepro', 'complaint细ry', 'kyow', 'ldcomeit', 'visapriv', 'orderl', 'janexpr', 'climbinge', 'conʒ', 'fontdouble', 'pickept', 'orgi', 'promore', 'sativ', 'dmar', 'epid', 'clipbox', 'proʻ', 'fedreck', 'celube', 'tonot', 'untary', 'skipfg', 'resolutionhook', 'creatipsan', 'picmetic', 'crith', 'usdcon', 'sequ', 'dreamship', 'fortconst', 'incap', 'spraw', 'xagement', 'becускую', 'storytzave', 'ejultigen', 'can看任', 'slation', 'ensignis', 'moveten', 'sangσpar', 'fрbattle', 'discrep', 'ету', 'ggrad', 'norem', 'uncertainpost', 'jstorage', 'aspishe', 'плоuild', 'performsexpectedinnsyn*/확theme∗', 'abr時', 'landocár', 'naiam', 'provenanote', 'democr', 'disput', 'oblig', 'negart', 'dimene', 'wouldish', 'own만', 'recconf', 'intervalphoto\u200b', 'tricksfire', 'gruposå', 'empir', 'fluct', 'disput', 'franchiseko', 'bornavg', 'encour', 'feas', 'pamhe', 'esteambrate', 'emphasisé', 'allerg']"
positive,1.3,298,"['adulte', 'illimitable', 'turnedcentral', 'tapesmaximise', 'withinenceibr브eking|', 'hcer', 'neuralgroup', 'threadmpfilm', 'globelm', 'marmind', 'byfur', 'refr', 'scrut', 'sunstruct', 'downstair', 'indl', 'tookster', 'preserv', 'eatent', 'foliercan', 'glannyster', 'untapp', 'foron', 'bym', 'transferm', 'dépress', 'increasesit+', 'столnumber', 'boom!-hamtwinkie', 'diemanifestehbar', 'unflinchingd', 'differencepred\x8den', 'hambidge=/', 'archadémoerk', 'snoid•', 'eagerly::yect', 'fortytra', 'corporfollowed', 'akimboft', 'listsen', 'tangibilimink', 'imagesspl', 'interrog', 'spra', 'potparam', 'otive', 'washingtonwill', 'sagessfi', 'alfened', 'igiature', 'enth', 'bonmassage', 'buildthat', 'urbanian', 'min健', 'hardmost', 'volunte', 'whibly', 'withirt', 'girlspeak', 'mashedupchenspeak', 'abecome', 'ilm条', 'lared', 'al_个ahooteabagsim', 'swet', 'authen', 'désousidentifier', 'blockb', 'thisisan', 'serlim', 'girвин', 'aigh', 'motochepe', 'polyguardgren', 'wilhan', 'numin', 'hobberg', 'tabsdo', 'wper', 'barrem', 'chasingº', 'hoandy', 'durider', 'ovel\u200e', 'empat', 'chronicval', 'bystand', 'watpl', 'flte', 'kud', 'r批cor', 'camb', 'laboriter', 'trale', 'blinkd', 'byor', 'blump', 'multip', 'ferr', 'ocup', 'libben', 'surice', 'recibyan', 'retriev', 'esqu', 'ensur', 'execut', 'higle', 'heremasterch', 'unce', 'sportsm', 'ton@@', 'conkas', 'imeed', 'outテsh', 'dissem', 'ruom', 'unrais', 'profund', 'mazela', 'realelf', 'noncl', 'jurropa', 'wasse', 'это', 'exact收', 'advanceware', 'transc', 'crowamsbe', 'obaju', 'inot', 'herbothvbo', 'interrog', 'albumsformat', 'neverprime', 'crats', 'accentirteen', 'dynam', 'portugaime', 'synchron', 'propriet', 'maharato', 'narred', 'lacc', 'veromorphic', 'tolondon', 'thatadjacent', 'sillystream', 'agper', 'nohat', 'neeoe', 'refux', 'raspin', 'gleat', 'proprietiede', 'polyg', 'alumin', 'act听者via', 'baseshed', 'ense', 'accompl', 'dplchie', 'suicideof', 'tald', 'cutasons', 'primar-', 'mently', ""clearly'besiegent"", 'iose', 'iner', 'stoog', 'ofcovers', 'embr', 'serchδ', 'subδта', 'ausge', 'razdi', 'abilg', 'crama', 'hipro', 'passilon', 'blinit', 'azotherwise', 'unplayables', 'kantine', 'bundl', 'subsum', 'danb', 'sdlatb', 'remberg', 'repdf', 'yourbn', 'flec', 'appealgr', 'aell', 'necess', 'initiall', 'trunc', 'delacamp', 'gabían', 'eradic', 'eerst', 'taxiain', 'jurbdpatient', 'diemensis', 'abthe', 'tokr', 'dismvement', 'pouv', 'kler', 'utiliz', 'rafsan', 'dig\u200berek', 'accessibleunit', 'ignor', 'adṛ', 'parad', 'undersign', 'tnew', 'studentsovvert', 'toxicer', 'fract', 'punct', 'circl', 'dropp', 'děj', 'vetundefined', 'thatchung', 'phasemetric', 'rsist', 'beditor', 'leaffetch', 'plusshare', 'где', 'hawsession', 'bl运', 'immem', 'territor', 'declar', 'straх', 'fancyat', 'bleatsmg', 'symin', 'fiit.anj', 'expsoft', 'basicish', 'lkeshu', 'offhead', 'naturele', 'intpowered', 'confע', 'tryll', 'motherer', 'transfor', 'breathingются', 'évent', 'impermat', 'attribut', 'yeb', 'definitionfeish', 'unfor', 'instam', 'hubyst', 'sgver', 'typisch', 'helidonвър', 'comp益ト', 'negl', 'proactly', 'incorpor', 'transc', 'mostinterchange', 'incred', 'nazcaps', 'platfil', 'nancial', 'x\u200b首', 'loadedтого', 'adorkf', 'vibr', 'dakal', 'hemma', 'skillboot', 'unnfe', 'yhillar', 'mpston', 'beefnit', 'itemreportloб', 'hood아', 'lowabv', 'endperform', 'empyr', 'facin', 'stret', 'predef', 'dataбре', 'mulat']"
positive,1.3,144,"['geeke', 'justancient', 'figureslogic', 'savorment', 'hyperpersonal', 'deph', 'memthread', 'keatsen', 'swelteringweek', 'trellick', 'intente', 'whatevermnemonics', 'seemer', 'versch', 'headgoogle', 'transculturoscope', 'accelerando', 'majorem', 'sunhead', 'renascenceensedt', 'cartwhelm', 'gatecrashing', 'logorrhea', 'conversatorium', 'riddley', 'extremophile', 'crimond', 'nosegay', 'amaranthine', 'candent', 'swoph', 'jeeragain', 'dowalby', 'schwitter', 'escarp', ""how'm"", 'oversaturates', 'oscitance', 'idmi', 'heedlesslytranscuss', 'crimond', 'roundthis', 'acquitio', 'contam', 'askljer', 'resettrans', 'elmensch', 'circadaram', 'guernseyd', 'accl', 'след', 'creativityerr', 'creativelar', 'londonatind', 'angelically', 'dotbefore', 'crystalization', 'dazzlescr', 'affixedjoin', 'pronta', 'iljutin', 'coctic', '|\\bigstar|', 'sbury', 'год', 'inspir', 'séparé', 'witherr', 'tokenhood', 'coor', 'stperiod', 'gallile', 'descriptionb', 'abandonoriented', 'lightshell', 'loadedi', 'processingdistra', 'spratsucht', 'localnames', 'schw', 'gamecraft', 'ipro', 'controver', 'followently', 'nomin', 'spokenhd', 'steamser', 'tremend', 'incred', 'ongoingcon', 'prepar', 'hives‘lit', 'blreplace', 'substrat', 'volunteers园', 'bendecor', 'humôis', 'nemont', 'proh', 'bor采', 'takefore', 'beforewear', 'cannab', 'ngen', 'barben', 'surn', 'legisl', 'prgreg', 'sophistic', 'citined', 'mancheck', 'irali', 'contemporarydica', 'unwide', 'magicked', 'freem', 'preciseged', 'ssaly', 'woun', 'kaвaya', 'young十', 'therehesis', 'junkholders', 'captiv', 'endnod', 'thoughly', 'enthusi', 'iddleware', 'spec,,ithttps', 'lavgap', 'irqixf', 'mountedences', 'gazetime', 'honestlyint', 'radicalk', 'nations官', 'intendman', 'preserv', 'saleszero', 'tumagrem', 'socioc', 'medicationstl', 'spont', 'passageasc']"
positive,1.3,250,"['unscripte', 'hipst', 'alchemistic', 'labyrinthination', 'amplibian', 'dzpatchr', 'skiconf', 'pipulating', 'riffy', 'mountainlin', 'yurst', 'squ', 'instagrammin', 'flowc', 'darkr', 'subm', 'foxely', 'cannab', 'imaginission', 'стртф', 'vibethe', 'catemono', 'pemon', 'interfaceming', 'curuum', 'disappearto', 'pulпо', 'цhquirkle', 'resona-', 'augmentéd', 'rainb', 'gigo', 'suggestimo', 'experience代', 'estim', 'praizo', 'эlocution', 'auss', 'про', 'readno', 'unitso', 'cuffer', 'gramp', 'livingsz', 'critart', 'lostbot', 'epcache', 'cylopic', 'empays', 'cosms', 'shadpro', 'asslin', 'reservesoundday', 'to매', 'hearα', 'maskg', 'свя员', 'plog', 'arcsed', 'confusionx', 'sun한', 'arrangen', 'embi', 'mistakeometimes', 'asto', 'd德fl', 'repussy', 'fue个', 'spectation', 'swavelem', 'абскель', 'disag', 'steanya', 'backジinf', 'bartka', 'observ', 'celience', 'nacam', 'overliteral', 'pleacht', 'futie', 'lifeverse', 'torospher', 'consum', 'sunbol', 'navoin', 'joyst', 'lightlyq', 'overheels', 'strateg', 'allсле', 'buttererv', 'chig', 'silvol', 'helpfulel', 'screeningey', 'words南', 'cultiv', 'bossames', 'chuber', 'starηalous', 'bekcy', 'fromfic', 'scand', 'scobi', 'poisonopt', 'dewd', 'desirehip', 'combinedhubfore', 'princessfoot', 'duwhef', 'scape卐', 'liosal', 'bamb', 'wifiproject', 'felbet', 'pesin', 'wlio', 'impass', 'prayoffset', 'falcong', 'bmad', 'mouthoffs', 'smармене', 'detenuite', 'haldefer', 'decisantage', 'populaर', 'selplus', 'templ', 'coeff', 'christianinal', 'sourceban', 'trli', 'wordaglia', 'momentoar', 'bulgf', 'eadinghren', 'metrop', 'const把', 'sonik', 'unwh', 'yand', 'againeras', 'combined型', 'storyscape', 'étalke', 'throaten', 'shuv', 'сvehchaft', 'под', 'bilifrazorp', 'nodd', 'leftn', 'popline', 'contrad', 'calcnow', 'scrut', 'autom', 'affili', 'unsignedillark', 'tappt', 'currupted', 'technothigh', 'poruw', 'endreset', 'bakerstone', 'retr', 'balladwar', 'packingcon', 'irre', 'ghy', 'steelyread', 'seke', 'includedetan', 'testnone', 'curby', 'prote归', 'chordio', 'espnant', 'cabeigesedeingiro', 'veju', 'reluct', 'immers', 'turt', 'mathemat', 'switzerlandnet', 'sliti', 'shopup', 'templase', 'tinyhing', 'affitta', 'incre', 'rearr', 'authorli', 'acceler', 'incap', 'nosefactor', 'minuaddr', 'floornew', 'nucle', 'palmet', 'formational', 'schul', 'rmouse', 'sub须', 'rés', 'francisci', 'leved', 'jer엔', 'parad', 'trackbro', 'dayl', 'ordin', 'coursộual', 'floflat', 'alake', 'nely√', 'liquidant', 'dropon', 'denmark括', 'justalesho御', 'ab域', 'connectedua', 'glene', 'claren', 'whifms', 'mayorlass', 'associationled', 'consumerign', 'illinoisând', 'explan', 'bentrop', 'thingwill', 'longercon', 'bringingup', 'atel', 'picksce', 'groupm', 'preval', 'inspir', 'tornato', 'onclick', 'enhch', 'programser', 'whenpericipal', 'drerr', 'statced', 'evolvedslavo', 'cerebralunct']"
positive,1.3,302,"['soddin', 'bigcityadventure', 'piquantly', 'jetability', 'teenybop', 'lackaday', 'kerfufflement', 'gnon', 'psockett', 'ruftyshriteaway', 'cannabend', 'rudprophetnowiting', 'donancyal', ""fet'ction"", 'ofadoom', 'blandflynomamericoory', 'beslavery', 'solddin', 'redgeda', 'experdim', 'prigg', 'silberione', 'valallel', 'architectmu', 'whitehomer', 'apofloatiii', 'dblack', 'viafinity', 'grimard', 'correlifalcon', 'sisterwoodr', 'tempy', 'backtool', 'nopipe', 'emble', 'van임phant', 'racord', 'wrron', 'membr', 'arkor', 'gassho', 'mesmed', 'salarin', 'includingioti', 'concentr', 'ppere', 'febbraioson', 'cleveroke', 'leawcliff', 'spont', 'befuddlementknappe', 'wordsergeant', 'electroscrybe', 'crypterms', 'bbroalbert', 'fraweaker', 'somethingvs', 'dashbeginningsbrio', 'rarelyconsummatem', 'inewy', 'confessionsin', 'lesslongwd', 'coincsub', 'timeopen', 'lymn', 'arbite', 'smartshop', 'inaccess靃', 'dejont', 'wouldmen', 'grayly', 'whatn', 'identof', 'clothford', 'doublestriawo', 'resc', 'valedact', 'novikucad', 'inct', 'akukami', 'lepred', 'techmsm', 'qendicial', 'trif', 'influ', 'elephantously', 'eolicate', 'asym', 'prearm', 'withhin', 'thoughhy', 'icebus', 'coopt', 'sheve', 'embod', 'categ', 'holсоne', 'noev', 'invmut', 'frightblo', 'talente', 'pasage', 'productionv', 'frequont', 'bmart', 'phcc', 'baric', 'limnio', 'glspir', 'whenж', 'черi', 'missionopen', 'stemm', 'suscept', 'ulter', 'modestoll', 'onase', 'incis', 'errec', 'surpr', 'persu', 'preciselyroit', 'roadハ', 'hernet', 'euglan', 'crsum', 'redundims', 'dynam', 'bystand', 'the供', 'valtf', 'durzlev', 'whistphil', 'liebrig', 'nuendo', 'endurer', 'eleg', 'bricka', 'categor', 'somescrib', 'currentgb', 'remot', 'lotelle', 'derection', 'bew후', 'neces', 'definit', 'siginfo', 'trard', 'spont', 'investt', 'cultiv', 'inkier', 'podworth', 'derivativ', 'fuchsin', 'chinnery', 'uint', 'retraceularie', 'deplished', 'fluffacaky', 'typenoogy', 'explnocracy', 'psyfic', 'particularträsident', 'arkiter', 'observ-', 'felicityt', 'diminished_btn', 'relev', 'fouhint', 'brokenftysuand', 'arrog', 'withserhou', 'apab', 'steent', 'protat', 'hyth_可マthere', 'unw', 'propid', 'manoric', 'пalpha', 'nextmill', 'expans', 'g象样', 'democr', 'stire', 'tumlesh', 'einstop', 'cycleb', 'guardwe', 'gibea', 'worldheader', 'peripher', 'confeder', 'cler', 'forestar', 'maceltabling', 'adaptation首', 'circul', 'undr', 'poweredagar', 'dynam', 'rabbet', 'edivɨ', 'proced', 'ouncio', 'sociy', 'cataph', 'valotonic', 'developner', 'laiden', 'superrt', 'protagon', 'urgs', 'supab', 'minimalishment', 'еee', 'laneevel', 'puho', 'instapt', 'michaeles', 'ecger', 'maxif', 'seiz', 'lomot', 'dowand', 'vibr', 'ста연', 'palaux', 'quadlink', 'autosteroid', 'fulmixer', 'helve', 'every告', 'sequ', 'surw', 'perph段kie', 'adventkeep', 'fate學', 'servantbound', 'schw', 'burкаwe', 'lasmana', 'feasa', '에ury', 'oscа', 'withahn', 'occurredro', 'excludedrop', 'apopres', 'cammass', 'tolwh', 'toput', 'men회', 'cycl', 'errorbid', 'encender', 'foreza', 'over创w', 'petsling', 'knockbacks', 'depoun', 'muljar', 'colleckin', 'solyav', 'lifeць', 'foram', 'perryum', 'colourretsinke', 'geren', 'parigh', 'anо', 'unity健', 'wmbre此', 'dangerousble', 'blueperf', 'venetic', 'inev', 'unaisk', 'transfunction', 'besm', 'fching', 'leduch', 'brillament', 'newerisc', 'hereie', 'tʋcker', 'geschd', 'handwult', 'teashe', 'suth', 'объ', 'bisquier', 'genav', 'promptantly', 'colmid', 'stabilnow', 'hiringeof', 'layri', 'pompan', 'schoolsouth']"
positive,1.3,0,[]
positive,1.3,0,[]
positive,1.3,381,"['calcify', ""easier'dal"", 'easin', 'sojournin', 'gawrsh', 'dogga', 'favin', 'technotastic', 'egogetid', 'oatmeolenko', 'technbillboard', 'patternland', 'reloc', 'sothis', 'almostay', 'fleec', 'elseif', 'mightfamily', 'thindi', 'gladom', 'wonowfingly', 'praglia', 'reun', 'teenger', 'platda', 'velop', 'oraz', 'uranalytبس', 'hyton', 'factoriv', 'prece', 'alfomb', 'nings', 'drub', 'colleg', 'armad', 'sowhich', 'fibr', 'behavel', 'immen', 'intim', 'analogoute', 'presum', 'concentr', 'hirday', 'atics', 'danielbench', 'teethy', 'dominaw', 'closin', 'symbg', 'congrigg', 'event抗s', 'herturn', 'oniss', 'afrom', 'justte', 'millionale', 'kle', 'nostag', 'ampl', 'zitute', 'followediu', 'suiv', 'preserv', 'scorerd', 'judthon', 'propag', 'fourierra', 'digitality', 'incor', 'millh', 'exclus', 'hybridry', 'shirkwra', 'dскеusion', 'ission', 'mustdip', 'starante', 'disappe', 'armog', 'paramcip', 'declt', 'syntetic', 'spher', 'imit', 'spont', 'abensim', 'voyeurstone', 'wcte', 'enteringprei', 'conceptoil', 'gangrock', 'abund', 'idiotol', 'defuhc', 'companyh', 'pecul', 'dispos', 'fanagan', 'quadr', 'primeriss', 'medinate', 'hawkeper', 'commod', 'helbr^', 'graclayout', 'grop', 'delvey', 'pollout', 'incorporatepp', 'slä', 'marguments', 'autoko', 'tweempt', 'absor', 'discret', 'localstri', 'incre', 'extendedimummin', 'humaña', 'contempor', 'красоб', 'shinyoot', 'methodony', 'relativ', 'sover', 'pearga', 'byteab', 'featur', 'intellig', 'bindingthirty', 'penetr', 'arrang', 'airpix', 'leadingbeat', 'sustech', 'rétéât', 'exposuredebug', 'collabor', 'ptech', 'demol', 'castleosoph', 'spctr', 'macrics', 'losj', 'infzu', 'obten', 'preuse', 'fluct', 'hjar', 'bibli', 'girald', 'propon', ""digging'of"", 'embe', 'casequence', 'alternimp', 'pinstr', 'magn', 'daplay', 'louch', 'asym', 'casin', 'opportunat', 'gemul', 'recocument', 'saturati', 'remfir', 'wyst', 'salservlet', 'theoret', 'downt', 'contriv', 'shapewar', 'helpful\xad', 'stru', 'volunt', 'tippedor', 'numministr', 'observ', 'fract', 'dinino', 'highlyί', 'skcean', 'subsequ', 'xmg', 'athli', 'valleirical', 'contrageq', 'boostamp', 'mrrn', 'enumer', 'spanongo', 'sequ', 'transm', 'fcurve', 'перед', 'ppropat', 'democr', 'condu', 'scrut', 'enhat', 'todary', 'cycl', 'pooldeckcl', 'refr', 'autom', 'pasoh', 'targetov', 'gradu', 'federch', 'involvedam', 'themerys', 'textreadjudge', 'exped', '....', 'currente', 'alleg', 'encour', 'omet', 'questback', 'melmore', 'otherware', 'patronisation', 'urol', 'lingu', 'alysonemic', 'articflash', 'execut', 'articul', 'demonstr', 'exclus', 'inher', 'summar', 'tornate', 'wrappedブit', 'negot', 'resultpackage', 'stravick', 'interactap', 'arrog', 'beskrevs', 'milit', 'waterb', 'eurorive', 'needles\ufeff', 'parseint', 'associatedd', 'appingunt', 'layef', 'atmoshexed', 'redu', 'belg', 'casadraus', 'uint', 'propag', 'isol', 'gradu', 'dispos', 'provintr', 'lesception', 'ensbraed', 'enspr', 'konsem', 'far^wär', 'manufact', 'local技', 'imper', 'refelem', 'intox', 'rowedam', 'substant', 'ensuream', 'capּ', 'hoark', 'tfrem', 'elabor', 'título', 'impere', 'travelnve', 'trconsumer', 'hejn', 'neoven', 'embed@', 'practition', 'problemen', 'situt', 'protim', 'soff', 'classname', 'passagetract', 'facilan', 'hierog', 'ellogue', 'immut', 'ch\u200f', 'mtables', 'embr', 'pouv', 'beho', 'schbeforevalue', 'tribpart', 'toiletscontent', 'particamb', 'germenu', 'trainp', 'segmentc', 'fourm', 'algorithmizar', 'moderm', 'allanda', 'которые', 'vibrante', 'distribut', 'waitingph', 'kont', 'sequ', 'le久', 'xyp', 'gru\xad', 'unad', 'facilit', 'retac', 'exactlyinoke', 'foreto', 'capitulosta', 'witnessesdern', 'inail', 'meantm', 'gast찾', 'angl', 'słidyp', 'extraord', 'arriv', 'whing', 'aquak', 'typell', 'electroparamaco', 'furn', 'unistr', 'transm', 'apwise', 'stabil]\\', 'боль', 'lessednn', 'enthusi', 'aform', 'categor', 'histket', 'valigned', 'veryyy', 'm)第finiteactivity', 'traf丢', 'assignнів', 'statusai', 'nineteshit', 'shastic', 'thсam', 'foundizable', 'scribbo', 'rental英', 'alternaine', 'arist', 'tropin', 'stimular', 'inspin', 'lieur', 'bitule', 'duid', 'carnier', 'signific', 'reffile', 'qdr', 'inutzt', 'tr设', 'gradeupp', 'xix验', 'engagedʹ', 'racingarg', 'dopm']"
positive,1.3,0,[]
positive,1.3,280,"['exhilarate', 'scanvenging', 'togiegher', 'musculocitospathose', 'pisscam', 'latewns', 'run}ldy', 'snivrievoeur', 'encryned', 'oogle', 'certant', 'ntoday', 'wlem', 'grubbaly', 'withpowered', 'ones.urb', 'yesx', 'rishe', 'excit', 'alng', 'verseans', 'studentsiction', 'penetr', 'ecstat', 'cernming', 'overh', 'spinbefore', 'ugrade', 'josal', 'toddini', 'petardeuf', 'atyp', 'spision', 'swarth', 'locomotn', 'undert', 'repiven', 'exemplavid', 'bohbox', 'tailset', 'основ', 'madong', 'confér', 'baspin', 'eug', 'voye', 'invol', 'catal', 'stere', 'amart', 'mentalign', 'freshcos', 'thecol', 'disg', 'elabor', 'henshel', 'limmission', 'firmabling', ""to've"", 'somedray', 'purlieu', 'nenc', 'rour', '-‾~', 'sbackground', 'funkerna', 'serax', 'thent', 'destinedv', 'substant', 'grńdecl', 'timeng', 'discreetness', 'rehe', 'explorehpp', 'overur', 'traincr', 'jarn', 'rille', 'beidx', 'deliber', 'jos\xad', 'repe', 'showz', 'bonav', 'compet', 'physpic', 'luiclick', 'acceler', 'eug', 'fortë', 'almand', 'landes(激', 'gentlemanwell', 'posturge', 'befront', 'heritter', 'schul', 'colfetch', 'chimer', 'magaz', 'liis', 'emsy', 'bolong', 'presum', 'thirdmessage', 'brinal', 'decreival', 'scrut', 'classet', 'defin', 'erun', 'luminosi', 'squ', 'lowexcept', 'farpre', 'adventur', 'sunside', 'pumpastic', 'withbo', 'aspir', 'aspir', 'waffl', 'glnt', 'reverent原', 'valrupt', 'viena', 'lawrx', 'link\xadda', 'fathomly', 'shipboardrie', 'outcurve', 'glw', 'integr', 'breat', 'notwe', 'pseudos', 'nuada', 'diagramdist', 'scrut', 'ersthatm', 'pataph', 'aisets', 'impat', 'congl', 'analysisleq', 'spher', 'subjan', 'solv', 'dedic', 'synish', 'embr', 'domid', 'connectso', 'timrud', 'oilham', 'migul', 'wregister', 'punct', 'unbrid', 'veter', 'proma', 'relevantmber', 'divorov', 'asymming', 'isaacast', 'sustincurl', 'discret', 'prohib', 'quoteck', 'remarkal', 'personallyip', 'писа', 'chemich', 'equer', 'borwig', 'menvpall', 'schopen', 'paddingten', 'kingstr', 'greenword', 'finishedonly', 'regener', 'tempor', 'paut', 'ahawk', 'account\xad', 'domid', 'inaccur', 'harur', 'lot牌', 'dwellingound', 'meandertrip', 'accessolescent', 'alparameter', 'swhich', 'fünf', 'pieces.gen', 'cotty', 'bracketry', 'garina²_gtchanz', 'stere', 'jacon', 'siendo', 'specialrepo', 'citw', 'israe', 'theonce', 'desp', 'intraef', 'fluct', 'asym', 'thral', 'allmut', 'propriet', 'prescrib', 'farmializeile', 'fieldff', 'rightback', 'teсample', 'latecom', 'initi', 'dispos', 'classs', 'brashe', 'pende', 'transcube', 'dance若', 'compassionatively', 'nobal', 'ком', 'photorem', 'minament', 'temporcn', 'antagon', 'sunhent', 'verif', 'pecul', 'summar', 'redeam', 'firmpath', 'comun', 'resolutionud', 'slic', 'seriesz', 'miert', 'euroxp', 'popupit', 'kalmeta', 'latertra', 'depos', 'withr', 'sery', 'conm', 'accnum', 'discunic珠', 'resiny', 'qsh', 'ceahanary', 'vmem', 'accum', 'invol', 'credu', 'actedk', 'discou', 'czechaseuk', 'particip', 'njournal', 'kecesh', 'fihal', 'muj', 'squeh', 'uncertaintyixeracy', 'selfim', 'prol', 'boloster', 'eventuallyu', 'drillice', 'íicate', 'elsg']"
positive,1.3,3,"['intofocus', 'towardgreatness', 'andmotivation']"
