prompt_type,temperature,word,frequency
positive,1.3,prevent,1
positive,1.3,admission,1
positive,1.3,cou,1
positive,1.3,oid,1
positive,1.3,tale,1
positive,1.3,careful,1
positive,1.3,elabor,1
positive,1.3,finally,1
positive,1.3,protect,1
positive,1.3,wyd,1
positive,1.3,disc,1
positive,1.3,csh,1
positive,1.3,series,1
positive,1.3,burn,1
positive,1.3,institution,1
positive,1.3,respond,1
positive,1.3,baker,1
positive,1.3,expans,1
positive,1.3,smart,1
positive,1.3,likemon,1
positive,1.3,flex,1
positive,1.3,hastily,1
positive,1.3,harte,1
positive,1.3,haven,1
positive,1.3,regup,1
positive,1.3,replace,1
positive,1.3,sym,1
positive,1.3,phil,1
positive,1.3,acrolocal,1
positive,1.3,skillion,1
positive,1.3,extensive,1
positive,1.3,intro,1
positive,1.3,maximum,1
positive,1.3,glrn,1
positive,1.3,vid,1
positive,1.3,answer,1
positive,1.3,esp,1
positive,1.3,rebecca,1
positive,1.3,bal,1
positive,1.3,espec,1
positive,1.3,migrant,1
positive,1.3,project,1
positive,1.3,crim,1
positive,1.3,orig,1
positive,1.3,force,1
positive,1.3,complex概,1
positive,1.3,naturally,1
positive,1.3,ab,1
positive,1.3,sab,1
positive,1.3,lumber,1
positive,1.3,congress,1
positive,1.3,joh,1
positive,1.3,ine,1
positive,1.3,generateí,1
positive,1.3,uniqu,1
positive,1.3,pole,1
positive,1.3,quel,1
positive,1.3,ben,1
positive,1.3,ek,1
positive,1.3,astr,1
positive,1.3,rad,1
positive,1.3,text,1
positive,1.3,sag,1
positive,1.3,todd,1
positive,1.3,stu,1
positive,1.3,cord,1
positive,1.3,inj,1
positive,1.3,blo,1
positive,1.3,limit,1
positive,1.3,liter,1
positive,1.3,rip,1
positive,1.3,pac,1
positive,1.3,invest,1
positive,1.3,counselided,1
positive,1.3,war,1
positive,1.3,grib,1
positive,1.3,generator,1
positive,1.3,neglect,1
positive,1.3,dit,1
positive,1.3,web,1
positive,1.3,cunto,1
positive,1.3,torch,1
positive,1.3,feed,1
positive,1.3,ange,1
positive,1.3,meat,1
positive,1.3,grat,1
positive,1.3,stock,1
positive,1.3,toda,1
positive,1.3,son,1
positive,1.3,buildavi,1
positive,1.3,tor,1
positive,1.3,soph,1
positive,1.3,goodly,1
positive,1.3,prof,1
positive,1.3,shop,1
